ts,wall,phase,chip,duty_cycle_pct,mem_used_mib,mem_total_mib,mem_pct
1785431253.625,17:07:33,timeslice,4,100.0,8590,16126,53.3
1785431253.625,17:07:33,timeslice,5,100.0,8782,16126,54.5
1785431253.625,17:07:33,timeslice,6,100.0,8528,16126,52.9
1785431253.625,17:07:33,timeslice,7,100.0,8686,16126,53.9
1785431254.625,17:07:34,timeslice,0,100.0,8510,16126,52.8
1785431254.625,17:07:34,timeslice,1,100.0,8575,16126,53.2
1785431254.625,17:07:34,timeslice,2,100.0,8559,16126,53.1
1785431254.625,17:07:34,timeslice,3,100.0,8575,16126,53.2
1785431254.625,17:07:34,timeslice,4,100.0,8590,16126,53.3
1785431254.625,17:07:34,timeslice,5,100.0,8782,16126,54.5
1785431254.625,17:07:34,timeslice,6,100.0,8528,16126,52.9
1785431254.625,17:07:34,timeslice,7,100.0,8686,16126,53.9
1785431255.625,17:07:35,timeslice,0,100.0,8510,16126,52.8
1785431255.625,17:07:35,timeslice,1,100.0,8575,16126,53.2
1785431255.625,17:07:35,timeslice,2,100.0,8559,16126,53.1
1785431255.625,17:07:35,timeslice,3,100.0,8575,16126,53.2
1785431255.625,17:07:35,timeslice,4,100.0,8590,16126,53.3
1785431255.625,17:07:35,timeslice,5,100.0,8782,16126,54.5
1785431255.625,17:07:35,timeslice,6,100.0,8528,16126,52.9
1785431255.625,17:07:35,timeslice,7,100.0,8686,16126,53.9
1785431256.625,17:07:36,timeslice,0,100.0,8510,16126,52.8
1785431256.625,17:07:36,timeslice,1,100.0,8575,16126,53.2
1785431256.625,17:07:36,timeslice,2,100.0,8559,16126,53.1
1785431256.625,17:07:36,timeslice,3,100.0,8575,16126,53.2
1785431256.625,17:07:36,timeslice,4,100.0,8590,16126,53.3
1785431256.625,17:07:36,timeslice,5,100.0,8782,16126,54.5
1785431256.625,17:07:36,timeslice,6,100.0,8528,16126,52.9
1785431256.625,17:07:36,timeslice,7,100.0,8686,16126,53.9
1785431257.625,17:07:37,timeslice,0,100.0,8510,16126,52.8
1785431257.625,17:07:37,timeslice,1,100.0,8575,16126,53.2
1785431257.625,17:07:37,timeslice,2,100.0,8559,16126,53.1
1785431257.625,17:07:37,timeslice,3,100.0,8575,16126,53.2
1785431257.625,17:07:37,timeslice,4,100.0,8590,16126,53.3
1785431257.625,17:07:37,timeslice,5,100.0,8782,16126,54.5
1785431257.625,17:07:37,timeslice,6,100.0,8528,16126,52.9
1785431257.625,17:07:37,timeslice,7,100.0,8686,16126,53.9
1785431258.625,17:07:38,timeslice,0,98.2,10743,16126,66.6
1785431258.625,17:07:38,timeslice,1,97.8,10743,16126,66.6
1785431258.625,17:07:38,timeslice,2,98.5,10743,16126,66.6
1785431258.625,17:07:38,timeslice,3,98.7,10743,16126,66.6
1785431258.625,17:07:38,timeslice,4,98.3,10743,16126,66.6
1785431258.625,17:07:38,timeslice,5,98.0,10743,16126,66.6
1785431258.625,17:07:38,timeslice,6,97.5,10744,16126,66.6
1785431258.625,17:07:38,timeslice,7,98.2,10743,16126,66.6
1785431259.626,17:07:39,timeslice,0,98.2,10743,16126,66.6
1785431259.626,17:07:39,timeslice,1,97.8,10743,16126,66.6
1785431259.626,17:07:39,timeslice,2,98.5,10743,16126,66.6
1785431259.626,17:07:39,timeslice,3,98.7,10743,16126,66.6
1785431259.626,17:07:39,timeslice,4,98.3,10743,16126,66.6
1785431259.626,17:07:39,timeslice,5,98.0,10743,16126,66.6
1785431259.626,17:07:39,timeslice,6,97.5,10744,16126,66.6
1785431259.626,17:07:39,timeslice,7,98.2,10743,16126,66.6
1785431260.626,17:07:40,timeslice,0,98.2,10743,16126,66.6
1785431260.626,17:07:40,timeslice,1,97.8,10743,16126,66.6
1785431260.626,17:07:40,timeslice,2,98.5,10743,16126,66.6
1785431260.626,17:07:40,timeslice,3,98.7,10743,16126,66.6
1785431260.626,17:07:40,timeslice,4,98.3,10743,16126,66.6
1785431260.626,17:07:40,timeslice,5,98.0,10743,16126,66.6
1785431260.626,17:07:40,timeslice,6,97.5,10744,16126,66.6
1785431260.626,17:07:40,timeslice,7,98.2,10743,16126,66.6
1785431261.626,17:07:41,timeslice,0,98.2,10743,16126,66.6
1785431261.626,17:07:41,timeslice,1,97.8,10743,16126,66.6
1785431261.626,17:07:41,timeslice,2,98.5,10743,16126,66.6
1785431261.626,17:07:41,timeslice,3,98.7,10743,16126,66.6
1785431261.626,17:07:41,timeslice,4,98.3,10743,16126,66.6
1785431261.626,17:07:41,timeslice,5,98.0,10743,16126,66.6
1785431261.626,17:07:41,timeslice,6,97.5,10744,16126,66.6
1785431261.626,17:07:41,timeslice,7,98.2,10743,16126,66.6
1785431262.626,17:07:42,timeslice,0,98.2,10743,16126,66.6
1785431262.626,17:07:42,timeslice,1,97.8,10743,16126,66.6
1785431262.626,17:07:42,timeslice,2,98.5,10743,16126,66.6
1785431262.626,17:07:42,timeslice,3,98.7,10743,16126,66.6
1785431262.626,17:07:42,timeslice,4,98.3,10743,16126,66.6
1785431262.626,17:07:42,timeslice,5,98.0,10743,16126,66.6
1785431262.626,17:07:42,timeslice,6,97.5,10744,16126,66.6
