ts,wall,phase,chip,duty_cycle_pct,mem_used_mib,mem_total_mib,mem_pct
1785433074.719,17:37:54,baseline,4,100.0,8606,16126,53.4
1785433074.719,17:37:54,baseline,5,100.0,8590,16126,53.3
1785433074.719,17:37:54,baseline,6,100.0,8592,16126,53.3
1785433074.719,17:37:54,baseline,7,100.0,8575,16126,53.2
1785433075.719,17:37:55,baseline,0,98.0,10604,16126,65.8
1785433075.719,17:37:55,baseline,1,98.3,10603,16126,65.8
1785433075.719,17:37:55,baseline,2,98.2,10604,16126,65.8
1785433075.719,17:37:55,baseline,3,98.1,10604,16126,65.8
1785433075.719,17:37:55,baseline,4,98.3,10603,16126,65.8
1785433075.719,17:37:55,baseline,5,97.3,10603,16126,65.8
1785433075.719,17:37:55,baseline,6,98.4,10605,16126,65.8
1785433075.719,17:37:55,baseline,7,98.5,10603,16126,65.8
1785433076.719,17:37:56,baseline,0,98.0,10604,16126,65.8
1785433076.719,17:37:56,baseline,1,98.3,10603,16126,65.8
1785433076.719,17:37:56,baseline,2,98.2,10604,16126,65.8
1785433076.719,17:37:56,baseline,3,98.1,10604,16126,65.8
1785433076.719,17:37:56,baseline,4,98.3,10603,16126,65.8
1785433076.719,17:37:56,baseline,5,97.3,10603,16126,65.8
1785433076.719,17:37:56,baseline,6,98.4,10605,16126,65.8
1785433076.719,17:37:56,baseline,7,98.5,10603,16126,65.8
1785433077.719,17:37:57,baseline,0,98.0,10604,16126,65.8
1785433077.719,17:37:57,baseline,1,98.3,10603,16126,65.8
1785433077.719,17:37:57,baseline,2,98.2,10604,16126,65.8
1785433077.719,17:37:57,baseline,3,98.1,10604,16126,65.8
1785433077.719,17:37:57,baseline,4,98.3,10603,16126,65.8
1785433077.719,17:37:57,baseline,5,97.3,10603,16126,65.8
1785433077.719,17:37:57,baseline,6,98.4,10605,16126,65.8
1785433077.719,17:37:57,baseline,7,98.5,10603,16126,65.8
1785433078.719,17:37:58,baseline,0,98.0,10604,16126,65.8
1785433078.719,17:37:58,baseline,1,98.3,10603,16126,65.8
1785433078.719,17:37:58,baseline,2,98.2,10604,16126,65.8
1785433078.719,17:37:58,baseline,3,98.1,10604,16126,65.8
1785433078.719,17:37:58,baseline,4,98.3,10603,16126,65.8
1785433078.719,17:37:58,baseline,5,97.3,10603,16126,65.8
1785433078.719,17:37:58,baseline,6,98.4,10605,16126,65.8
1785433078.719,17:37:58,baseline,7,98.5,10603,16126,65.8
1785433079.719,17:37:59,baseline,0,98.0,10604,16126,65.8
1785433079.719,17:37:59,baseline,1,98.3,10603,16126,65.8
1785433079.719,17:37:59,baseline,2,98.2,10604,16126,65.8
1785433079.719,17:37:59,baseline,3,98.1,10604,16126,65.8
1785433079.719,17:37:59,baseline,4,98.3,10603,16126,65.8
1785433079.719,17:37:59,baseline,5,97.3,10603,16126,65.8
1785433079.719,17:37:59,baseline,6,98.4,10605,16126,65.8
1785433079.719,17:37:59,baseline,7,98.5,10603,16126,65.8
1785433080.719,17:38:00,baseline,0,99.9,8559,16126,53.1
1785433080.719,17:38:00,baseline,1,99.7,8526,16126,52.9
1785433080.719,17:38:00,baseline,2,99.6,8718,16126,54.1
1785433080.719,17:38:00,baseline,3,99.2,8526,16126,52.9
1785433080.719,17:38:00,baseline,4,99.9,8718,16126,54.1
1785433080.719,17:38:00,baseline,5,99.7,8718,16126,54.1
1785433080.719,17:38:00,baseline,6,99.8,8560,16126,53.1
1785433080.719,17:38:00,baseline,7,99.6,8462,16126,52.5
1785433081.719,17:38:01,baseline,0,99.9,8559,16126,53.1
1785433081.719,17:38:01,baseline,1,99.7,8526,16126,52.9
1785433081.719,17:38:01,baseline,2,99.6,8718,16126,54.1
1785433081.719,17:38:01,baseline,3,99.2,8526,16126,52.9
1785433081.719,17:38:01,baseline,4,99.9,8718,16126,54.1
1785433081.719,17:38:01,baseline,5,99.7,8718,16126,54.1
1785433081.719,17:38:01,baseline,6,99.8,8560,16126,53.1
1785433081.719,17:38:01,baseline,7,99.6,8462,16126,52.5
1785433082.72,17:38:02,baseline,0,99.9,8559,16126,53.1
1785433082.72,17:38:02,baseline,1,99.7,8526,16126,52.9
1785433082.72,17:38:02,baseline,2,99.6,8718,16126,54.1
1785433082.72,17:38:02,baseline,3,99.2,8526,16126,52.9
1785433082.72,17:38:02,baseline,4,99.9,8718,16126,54.1
1785433082.72,17:38:02,baseline,5,99.7,8718,16126,54.1
1785433082.72,17:38:02,baseline,6,99.8,8560,16126,53.1
1785433082.72,17:38:02,baseline,7,99.6,8462,16126,52.5
1785433083.72,17:38:03,baseline,0,99.9,8559,16126,53.1
1785433083.72,17:38:03,baseline,1,99.7,8526,16126,52.9
1785433083.72,17:38:03,baseline,2,99.6,8718,16126,54.1
1785433083.72,17:38:03,baseline,3,99.2,8526,16126,52.9
1785433083.72,17:38:03,baseline,4,99.9,8718,16126,54.1
1785433083.72,17:38:03,baseline,5,99.7,8718,16126,54.1
